,NoOfProduct,BillingDays,InvoiceType,CurrentBillWithoutTax,TotalTax,CurrentBillWithTax,Adjustment,LastMonthPendingAmount,TotalAmountToPay,LastMonthBill,Anomaly,TypeOfAnomaly
13607,10,5,f,98.58333333333333,44.3625,142.94583333333333,367.0,374.0,149.94583333333333,843,0,
13608,22,15,f,650.55,292.74749999999995,943.2974999999999,0.0,0.0,943.2974999999999,1894,0,
13609,13,30,r,783.15,352.4175,1135.5675,17.0,0.0,1118.5675,1148,0,
13610,45,30,r,2703.75,1216.6875,3920.4375,1907.0,0.0,2013.4375,3919,0,
13611,21,15,f,634.275,285.42375,919.69875,0.0,0.0,919.69875,1847,0,
13612,50,30,r,3023.5,1360.575,4384.075,1437.0,2028.0,4975.075,4398,0,
13613,44,18,f,1593.7199999999998,717.174,2310.894,0.0,1728.0,4038.894,3846,0,
13614,1,13,f,11.938333333333333,5.372249999999999,17.310583333333334,0.0,0.0,17.310583333333334,41,0,
13615,20,16,f,640.0,288.0,928.0,0.0,0.0,928.0,1742,0,
13616,49,30,r,2955.95,1330.1775,4286.1275,0.0,0.0,4286.1275,4271,0,
13617,10,30,r,598.5,269.325,867.825,0.0,0.0,867.825,866,0,
13618,6,30,r,331.29999999999995,149.08499999999998,480.38499999999993,0.0,87.0,567.385,477,0,
13619,32,5,f,317.76666666666665,142.995,460.76166666666666,0.0,0.0,460.76166666666666,2765,0,
13620,17,30,r,999.3499999999999,449.7074999999999,1449.0575,0.0,0.0,1449.0575,1447,0,
13621,46,30,r,2756.2999999999997,1240.3349999999998,3996.6349999999993,0.0,0.0,3996.6349999999993,3996,0,
13622,45,5,f,448.625,201.88125,650.50625,0.0,0.0,650.50625,3904,0,
13623,16,9,f,286.44,128.898,415.33799999999997,0.0,104.0,519.338,1385,0,
13624,7,10,f,135.61666666666665,61.02749999999999,196.64416666666665,0.0,0.0,196.64416666666665,603,0,
13625,35,30,r,3371.25,1517.0625,4888.3125,696.0,0.0,4192.3125,4901,1,Product Anomaly
13627,9,30,r,511.94999999999993,230.37749999999997,742.3274999999999,251.0,0.0,491.3274999999999,740,0,
13628,1,30,r,58.55,26.3475,84.8975,40.0,0.0,124.8975,97,1,Adjustment Anomaly
13629,25,15,f,755.375,339.91875,1095.29375,318.0,0.0,777.29375,2177,0,
13630,38,30,r,2280.9,1026.405,3307.3050000000003,1593.0,1403.0,3117.3050000000003,3307,0,
13631,43,30,r,2570.65,1156.7925,3727.4425,0.0,0.0,3727.4425,3718,0,
13632,9,30,r,535.9499999999999,241.17749999999995,777.1274999999998,0.0,0.0,777.1274999999998,782,0,
13633,8,30,r,462.4,23.12,485.52,0.0,0.0,485.52,690,1,Tax Anomaly
13634,30,18,f,1080.3,486.135,1566.435,0.0,0.0,1566.435,2605,0,
13635,50,30,r,3021.5,1359.675,4381.175,1445.0,0.0,2936.175,4370,0,
13637,14,30,r,837.6999999999999,376.965,1214.665,0.0,0.0,1214.665,1226,0,
13638,40,15,f,1206.0,542.7,1748.7,0.0,0.0,1748.7,3492,0,
13639,33,30,r,1968.1499999999999,885.6675,2853.8175,0.0,0.0,2853.8175,2854,0,
13640,4,9,f,66.36,29.862,96.222,0.0,0.0,96.222,317,0,
13641,26,30,r,1558.3,701.235,2259.535,0.0,0.0,2259.535,2255,0,
13642,15,13,f,387.94166666666666,174.57375,562.5154166666666,564.0,0.0,-1.4845833333333758,1299,0,
13643,22,12,f,524.84,236.17800000000003,761.018,0.0,0.0,761.018,1902,0,
13644,23,19,f,869.9783333333332,391.49024999999995,1261.4685833333333,264.0,225.0,1222.4685833333333,1979,0,
13645,19,5,f,185.90833333333333,83.65875,269.56708333333336,0.0,0.0,269.56708333333336,1619,0,
13646,46,30,r,2763.2999999999997,1243.485,4006.785,0.0,0.0,4006.785,3992,0,
13647,42,30,r,2516.1,1132.245,3648.345,0.0,0.0,3648.345,3641,0,
13648,4,9,f,69.66,31.346999999999998,101.00699999999999,105.0,0.0,-3.993000000000009,346,0,
13649,16,9,f,289.44,130.248,419.688,0.0,0.0,419.688,1408,0,
13650,38,30,r,2276.9,1024.605,3301.505,358.0,0.0,2943.505,3295,0,
13651,45,30,r,2723.75,1225.6875,3949.4375,0.0,0.0,3949.4375,3944,0,
13652,19,30,r,2695.45,1212.9524999999999,3908.4024999999997,0.0,0.0,3908.4024999999997,3915,1,Product Anomaly
13653,14,6,f,164.34,73.953,238.293,0.0,0.0,238.293,1194,0,
13654,25,30,r,1502.75,676.2375,2178.9875,0.0,0.0,2178.9875,2173,0,
13655,39,30,r,2346.45,1055.9025,3402.3525,0.0,0.0,3402.3525,3404,0,
13656,10,30,r,600.5,270.225,870.725,0.0,294.0,1164.725,881,0,
13657,47,30,r,2828.85,1272.9825,4101.8325,0.0,0.0,4101.8325,4105,0,
13658,27,30,r,1599.85,719.9325,2319.7825,323.0,206.0,2202.7825,2323,0,
13659,6,30,r,360.29999999999995,162.135,522.435,250.0,152.0,424.43499999999995,516,0,
13660,4,30,r,211.2,95.04,306.24,0.0,54.0,360.24,301,0,
13661,19,30,r,1134.45,510.5025,1644.9525,0.0,0.0,1644.9525,1645,0,
13662,20,9,f,363.0,163.35,526.35,0.0,0.0,526.35,1758,0,
13663,40,30,r,2401.0,1080.45,3481.45,0.0,0.0,3481.45,3472,0,
13664,45,30,r,2697.75,1213.9875,3911.7375,0.0,1533.0,5444.7375,3910,0,
13665,22,30,r,1322.1,594.9449999999999,1917.0449999999998,0.0,615.0,2532.045,1908,0,
13666,50,10,f,1005.8333333333333,452.625,1458.4583333333333,0.0,0.0,1458.4583333333333,4378,0,
13667,17,6,f,204.67,92.1015,296.7715,0.0,736.0,1032.7715,1480,0,
13668,25,30,r,1504.75,677.1375,2181.8875,360.0,0.0,1821.8874999999998,2191,0,
13669,6,15,f,176.14999999999998,79.26749999999998,255.41749999999996,0.0,0.0,255.41749999999996,524,0,
13670,26,9,f,462.98999999999995,208.3455,671.3354999999999,0.0,0.0,671.3354999999999,2242,0,
13672,16,30,r,934.8,420.66,1355.46,205.0,0.0,1560.46,1346,1,Adjustment Anomaly
13673,21,30,r,1254.55,564.5475,1819.0974999999999,0.0,0.0,1819.0974999999999,1821,0,
13674,35,8,f,563.2666666666667,253.47,816.7366666666667,425.0,0.0,391.7366666666667,3060,0,
13675,3,11,f,55.60499999999999,25.022249999999996,80.62724999999999,0.0,0.0,80.62724999999999,218,0,
13676,11,16,f,341.35999999999996,153.612,494.972,0.0,0.0,494.972,945,0,
13677,1,14,f,16.59,7.4655,24.0555,3.0,0.0,21.0555,70,0,
13678,4,9,f,71.16,32.022,103.18199999999999,0.0,0.0,103.18199999999999,345,0,
13679,10,30,r,592.5,266.625,859.125,0.0,0.0,859.125,861,0,
13680,44,30,r,2656.2,1195.29,3851.49,0.0,0.0,3851.49,3853,0,
13681,41,12,f,984.6199999999999,443.07899999999995,1427.6989999999998,0.0,0.0,1427.6989999999998,3585,0,
13682,40,7,f,564.4333333333334,253.99500000000003,818.4283333333334,0.0,0.0,818.4283333333334,3496,0,
13683,13,19,f,497.26166666666666,223.76774999999998,721.0294166666666,0.0,0.0,721.0294166666666,1140,0,
13684,6,30,r,353.29999999999995,158.98499999999999,512.285,238.0,0.0,274.28499999999997,514,0,
13685,2,30,r,109.1,49.095,158.195,0.0,79.0,237.195,169,0,
13686,27,30,r,1633.85,735.2325,2369.0825,0.0,0.0,2369.0825,2370,0,
13687,4,30,r,238.2,107.19,345.39,110.0,0.0,235.39,338,0,
13689,6,16,f,187.89333333333332,84.55199999999999,272.44533333333334,0.0,0.0,272.44533333333334,523,0,
13690,41,30,r,2465.5499999999997,1109.4975,3575.0474999999997,0.0,1691.0,5266.0475,3580,0,
13691,46,9,f,828.6899999999999,372.91049999999996,1201.6005,0.0,0.0,1201.6005,4000,0,
13692,23,12,f,1363.6499999999999,613.6424999999999,1977.2924999999998,0.0,532.0,2509.2924999999996,1978,1,InvoiceType Anomaly
13693,5,15,f,141.375,63.61875,204.99375,0.0,0.0,204.99375,403,0,
13694,2,9,f,29.129999999999995,13.1085,42.238499999999995,0.0,0.0,42.238499999999995,142,0,
13695,11,30,r,646.05,290.72249999999997,936.7724999999999,0.0,0.0,936.7724999999999,937,0,
13696,12,30,r,702.5999999999999,316.16999999999996,1018.7699999999999,306.0,0.0,712.7699999999999,1023,0,
13697,25,30,r,1494.75,74.7375,1569.4875,0.0,0.0,1569.4875,2180,1,Tax Anomaly
13698,16,8,f,252.48,113.616,366.096,0.0,0.0,366.096,1370,0,
13699,28,5,f,277.0666666666666,124.67999999999996,401.74666666666656,0.0,0.0,401.74666666666656,2404,0,
13700,31,30,r,1856.05,835.2225,2691.2725,0.0,0.0,2691.2725,2706,0,
13701,4,20,f,142.79999999999998,64.25999999999999,207.05999999999997,0.0,0.0,207.05999999999997,314,0,
13702,2,18,f,66.05999999999999,29.726999999999993,95.78699999999998,0.0,0.0,95.78699999999998,159,0,
13703,32,30,r,1914.6,861.57,2776.17,0.0,0.0,2776.17,2772,0,
13704,47,18,f,1691.31,761.0894999999999,2452.3995,0.0,0.0,2452.3995,4085,0,
13705,44,6,f,527.84,237.52800000000002,765.368,0.0,0.0,765.368,3812,0,
13706,22,30,r,1326.1,596.7449999999999,1922.8449999999998,0.0,0.0,1922.8449999999998,1925,0,
13707,45,30,r,2714.75,1221.6375,3936.3875,287.0,0.0,3649.3875,3943,0,
13708,29,30,r,1735.9499999999998,781.1774999999999,2517.1274999999996,0.0,0.0,2517.1274999999996,2512,0,
13709,47,19,f,1786.5383333333332,803.94225,2590.480583333333,0.0,0.0,2590.480583333333,4083,0,
13710,49,15,f,1482.975,667.33875,2150.31375,0.0,0.0,2150.31375,4303,0,
13711,28,30,r,1667.3999999999999,750.33,2417.73,122.0,0.0,2295.73,2418,0,
13712,31,30,r,1872.05,842.4225,2714.4725,0.0,0.0,2714.4725,2717,0,
13713,23,30,r,1389.6499999999999,625.3425,2014.9924999999998,0.0,0.0,2014.9924999999998,2030,0,
13714,25,30,r,1490.75,670.8375,2161.5875,0.0,243.0,2404.5875,2160,0,
13715,19,30,r,1134.45,510.5025,1644.9525,596.0,0.0,1048.9525,1650,0,
13716,34,6,f,410.14,184.563,594.703,0.0,0.0,594.703,2972,0,
13717,47,30,r,2810.85,1264.8825,4075.7325,0.0,0.0,4075.7325,4075,0,
13718,13,30,r,764.15,343.8675,1108.0175,0.0,0.0,1108.0175,1118,0,
13719,18,30,r,1058.8999999999999,476.50499999999994,1535.4049999999997,0.0,0.0,1535.4049999999997,1518,0,
13720,41,30,r,2480.5499999999997,1116.2475,3596.7974999999997,0.0,1290.0,4886.7975,3591,0,
13721,14,30,r,836.6999999999999,376.515,1213.215,0.0,0.0,1213.215,1202,0,
13722,33,12,f,786.46,353.90700000000004,1140.3670000000002,142.0,0.0,998.3670000000002,2854,0,
13724,36,15,f,1078.8999999999999,485.50499999999994,1564.4049999999997,0.0,0.0,1564.4049999999997,3129,0,
13725,40,20,f,1598.6666666666665,719.4,2318.0666666666666,0.0,0.0,2318.0666666666666,3474,0,
13726,24,14,f,666.9599999999999,300.13199999999995,967.0919999999999,0.0,0.0,967.0919999999999,2084,0,
13727,26,30,r,1553.3,698.985,2252.285,0.0,871.0,3123.285,2252,0,
13728,10,15,f,299.25,134.6625,433.9125,0.0,0.0,433.9125,864,0,
13729,31,30,r,1842.05,828.9225,2670.9725,0.0,0.0,2670.9725,2665,0,
13730,40,30,r,2387.0,1074.15,3461.15,0.0,0.0,3461.15,3464,0,
13731,41,30,r,2464.5499999999997,1109.0475,3573.5975,0.0,0.0,3573.5975,3585,0,
13732,22,9,f,392.42999999999995,176.59349999999998,569.0234999999999,785.0,0.0,-215.9765000000001,1897,0,
13733,47,7,f,657.7316666666667,295.97925,953.7109166666667,246.0,231.0,938.7109166666667,4093,0,
13734,45,19,f,1720.6083333333333,774.27375,2494.8820833333334,0.0,0.0,2494.8820833333334,3933,0,
13735,42,30,r,2531.1,1138.995,3670.095,0.0,559.0,4229.094999999999,3673,0,
13736,24,30,r,1446.1999999999998,650.79,2096.99,0.0,0.0,2096.99,2108,0,
13737,44,12,f,1059.68,476.85600000000005,1536.536,0.0,1248.0,2784.536,3843,0,
13738,13,8,f,206.44,92.898,299.33799999999997,0.0,0.0,299.33799999999997,1127,0,
13739,31,12,f,737.22,331.749,1068.969,0.0,33.0,1101.969,2672,0,
13740,39,17,f,1333.0549999999998,599.87475,1932.9297499999998,0.0,0.0,1932.9297499999998,3411,0,
13741,31,30,r,1849.05,832.0725,2681.1225,1157.0,0.0,1524.1225,2674,0,
13742,7,30,r,404.84999999999997,182.1825,587.0325,0.0,99.0,686.0325,584,0,
13743,34,30,r,2031.6999999999998,914.2649999999999,2945.9649999999997,564.0,0.0,3509.9649999999997,2946,1,Adjustment Anomaly
13744,24,30,r,1434.1999999999998,645.3899999999999,2079.5899999999997,232.0,190.0,2037.5899999999997,2082,0,
13745,24,30,r,1433.1999999999998,644.9399999999999,2078.14,0.0,0.0,2078.14,2083,0,
13746,31,15,f,934.025,420.31125,1354.3362499999998,0.0,0.0,1354.3362499999998,2701,0,
13747,43,14,f,1205.2366666666667,542.3565,1747.5931666666665,1863.0,0.0,-115.40683333333345,3751,0,
13748,11,9,f,196.81499999999997,88.56675,285.38174999999995,0.0,0.0,285.38174999999995,957,0,
13749,47,5,f,468.64166666666665,210.88875,679.5304166666666,0.0,0.0,679.5304166666666,4086,0,
13750,4,30,r,214.2,96.39,310.59,118.0,0.0,192.58999999999997,305,0,
13751,22,30,r,1308.1,588.645,1896.745,328.0,0.0,1568.745,1889,0,
13752,31,30,r,1869.05,841.0725,2710.1225,0.0,0.0,2710.1225,2711,0,
13753,2,30,r,118.1,5.905,124.005,0.0,0.0,124.005,167,1,Tax Anomaly
13754,39,9,f,702.435,316.09574999999995,1018.5307499999999,0.0,0.0,1018.5307499999999,3393,0,
13755,18,10,f,357.9666666666666,161.08499999999995,519.0516666666665,0.0,0.0,519.0516666666665,1561,0,
13756,20,30,r,1192.0,536.4,1728.4,748.0,727.0,1707.4,1731,0,
13757,18,30,r,1078.8999999999999,485.50499999999994,1564.4049999999997,0.0,0.0,1564.4049999999997,1559,0,
13758,19,30,r,1142.45,514.1025,1656.5525,0.0,0.0,1656.5525,1656,0,
13759,39,30,r,2341.45,1053.6525,3395.1025,55.0,0.0,3340.1025,3402,0,
13760,19,20,f,752.9666666666667,338.835,1091.8016666666667,384.0,525.0,1232.8016666666667,1633,0,
13761,37,19,f,1408.1216666666664,633.6547499999999,2041.7764166666664,0.0,1084.0,3125.7764166666666,3205,0,
13762,33,30,r,1984.1499999999999,892.8675,2877.0175,704.0,0.0,2173.0175,2867,0,
13763,40,20,f,1596.0,718.2,2314.2,1309.0,1586.0,2591.2,3485,0,
13764,18,13,f,467.09,210.1905,677.2805,0.0,0.0,677.2805,1553,0,
13765,50,30,r,3010.5,1354.725,4365.225,1886.0,0.0,6251.225,4370,1,Adjustment Anomaly
13766,10,17,f,328.95,148.0275,476.97749999999996,0.0,89.0,565.9775,842,0,
13767,11,15,f,318.525,143.33624999999998,461.8612499999999,0.0,196.0,657.8612499999999,922,0,
13768,40,17,f,2388.0,1074.6,3462.6,0.0,30.0,3492.6,3473,1,InvoiceType Anomaly
13769,42,9,f,752.7299999999999,338.7285,1091.4585,0.0,1181.0,2272.4584999999997,3630,0,
13770,16,16,f,511.8933333333333,230.352,742.2453333333333,0.0,0.0,742.2453333333333,1390,0,
13771,42,30,r,2527.1,1137.195,3664.295,1418.0,0.0,2246.295,3669,0,
13772,47,30,r,2827.85,1272.5325,4100.3825,0.0,0.0,4100.3825,4106,0,
13773,21,5,f,209.59166666666664,94.31624999999998,303.9079166666666,0.0,877.0,1180.9079166666666,1820,0,
13774,16,30,r,954.8,429.66,1384.46,0.0,0.0,1384.46,1393,0,
13775,46,30,r,2763.2999999999997,1243.485,4006.785,0.0,0.0,4006.785,4015,0,
13776,46,11,f,1015.7766666666665,457.0995,1472.8761666666664,0.0,0.0,1472.8761666666664,4001,0,
13777,41,8,f,658.0133333333332,296.10599999999994,954.1193333333331,0.0,1100.0,2054.119333333333,3560,0,
13778,50,16,f,1601.8666666666666,720.84,2322.7066666666665,0.0,0.0,2322.7066666666665,4371,0,
13779,17,30,r,1009.3499999999999,454.2074999999999,1463.5575,0.0,0.0,1463.5575,1474,0,
13780,13,30,r,774.15,348.3675,1122.5175,0.0,0.0,1122.5175,1114,0,
13781,25,7,f,349.94166666666666,157.47375,507.41541666666666,1049.0,0.0,-541.5845833333333,2184,0,
13782,50,19,f,1914.25,861.4125,2775.6625,0.0,0.0,2775.6625,4383,0,
13783,45,14,f,1265.95,569.6775,1835.6275,1915.0,0.0,-79.37249999999995,3916,0,
13784,34,17,f,1151.8633333333332,518.3385,1670.201833333333,197.0,0.0,1473.201833333333,2946,0,
13785,6,15,f,166.64999999999998,74.99249999999999,241.64249999999998,0.0,0.0,241.64249999999998,479,0,
13786,32,30,r,1912.6,860.67,2773.27,0.0,0.0,2773.27,2771,0,
13787,32,30,r,1909.6,859.32,2768.92,0.0,0.0,2768.92,2748,0,
13788,41,12,f,988.6199999999999,444.87899999999996,1433.4989999999998,0.0,0.0,1433.4989999999998,3589,0,
13789,48,30,r,2880.3999999999996,1296.1799999999998,4176.58,0.0,97.0,4273.58,4182,0,
13790,2,13,f,45.97666666666667,20.6895,66.66616666666667,0.0,0.0,66.66616666666667,159,0,
13791,30,15,f,899.75,404.8875,1304.6375,0.0,0.0,1304.6375,2601,0,
13792,29,30,r,1746.9499999999998,786.1274999999998,2533.0774999999994,0.0,0.0,2533.0774999999994,2538,0,
13793,9,30,r,530.9499999999999,238.92749999999995,769.8774999999998,0.0,0.0,769.8774999999998,785,0,
13794,7,30,r,395.84999999999997,178.1325,573.9825,141.0,0.0,432.98249999999996,574,0,
13795,26,30,r,1556.3,700.335,2256.635,841.0,0.0,1415.6350000000002,2264,0,
13796,19,19,f,723.5516666666666,325.59824999999995,1049.1499166666665,0.0,148.0,1197.1499166666665,1663,0,
13797,2,6,f,17.22,7.749,24.968999999999998,0.0,0.0,24.968999999999998,124,0,
13798,40,6,f,478.6,215.37,693.97,1519.0,0.0,-825.03,3473,0,
13799,5,30,r,287.75,129.4875,417.2375,0.0,119.0,536.2375,419,0,
13800,9,20,f,349.29999999999995,157.18499999999997,506.4849999999999,0.0,0.0,506.4849999999999,768,0,
13801,10,30,r,570.5,256.725,827.225,0.0,0.0,827.225,834,0,
13802,15,7,f,211.69166666666666,95.26125,306.9529166666667,0.0,0.0,306.9529166666667,1312,0,
13803,19,15,f,566.725,255.02625,821.75125,0.0,0.0,821.75125,1644,0,
13804,16,30,r,954.8,429.66,1384.46,0.0,0.0,1384.46,1383,0,
13805,17,30,r,1013.3499999999999,456.00749999999994,1469.3574999999998,0.0,27.0,1496.3574999999998,1471,0,
13806,10,30,r,587.5,264.375,851.875,0.0,0.0,851.875,845,0,
13807,12,30,r,700.5999999999999,315.27,1015.8699999999999,0.0,0.0,1015.8699999999999,1015,0,
13808,8,19,f,301.71999999999997,135.77399999999997,437.4939999999999,0.0,0.0,437.4939999999999,679,0,
13809,11,14,f,303.8233333333333,136.7205,440.5438333333333,196.0,0.0,244.54383333333328,947,0,
13810,3,30,r,176.64999999999998,79.49249999999999,256.1425,0.0,0.0,256.1425,246,0,
13811,5,6,f,56.150000000000006,25.267500000000005,81.41750000000002,0.0,0.0,81.41750000000002,408,0,
13812,1,30,r,45.55,20.4975,66.0475,0.0,0.0,66.0475,58,0,
13813,15,18,f,532.35,239.5575,771.9075,0.0,0.0,771.9075,1281,0,
13814,18,10,f,359.63333333333327,161.83499999999995,521.4683333333332,661.0,0.0,-139.53166666666675,1568,0,
13815,11,14,f,299.15666666666664,134.6205,433.77716666666663,0.0,0.0,433.77716666666663,924,0,
13816,45,30,r,2702.75,1216.2375,3918.9875,0.0,0.0,3918.9875,3913,0,
13817,6,15,f,173.64999999999998,78.14249999999998,251.79249999999996,34.0,0.0,217.79249999999996,505,0,
13818,9,30,r,510.94999999999993,229.92749999999995,740.8774999999998,0.0,0.0,740.8774999999998,736,0,
13819,26,30,r,1566.3,704.835,2271.135,86.0,0.0,2185.135,2264,0,
13820,11,30,r,656.05,295.22249999999997,951.2724999999999,0.0,0.0,951.2724999999999,949,0,
13821,18,30,r,1057.8999999999999,476.05499999999995,1533.955,388.0,0.0,1145.955,1516,0,
13822,42,11,f,924.7699999999999,416.14649999999995,1340.9164999999998,0.0,0.0,1340.9164999999998,3650,0,
13823,37,12,f,882.94,397.32300000000004,1280.2630000000001,0.0,0.0,1280.2630000000001,3190,0,
13824,33,30,r,1978.1499999999999,890.1675,2868.3175,0.0,0.0,2868.3175,2863,0,
13825,15,9,f,262.875,118.29375,381.16875,0.0,0.0,381.16875,1265,0,
13826,45,30,r,2707.75,1218.4875,3926.2375,0.0,0.0,3926.2375,3935,0,
13827,34,30,r,2023.6999999999998,101.185,2124.8849999999998,365.0,0.0,1759.8849999999998,2937,1,Tax Anomaly
13828,50,30,r,3022.5,1360.125,4382.625,0.0,0.0,4382.625,4388,0,
13829,15,7,f,206.79166666666666,93.05625,299.84791666666666,0.0,560.0,859.8479166666666,1284,0,
13830,23,19,f,864.2783333333332,388.92524999999995,1253.2035833333332,0.0,0.0,1253.2035833333332,1977,0,
13831,22,30,r,1301.1,585.4949999999999,1886.5949999999998,0.0,0.0,1886.5949999999998,1887,0,
13832,6,30,r,341.29999999999995,153.58499999999998,494.88499999999993,0.0,0.0,494.88499999999993,495,0,
13833,32,30,r,1930.6,868.77,2799.37,0.0,0.0,2799.37,2797,0,
13834,9,30,r,519.9499999999999,233.97749999999996,753.9274999999999,369.0,0.0,384.9274999999999,758,0,
13835,47,30,r,2838.85,1277.4825,4116.3325,0.0,857.0,4973.3325,4104,0,
13836,45,30,r,2719.75,1223.8875,3943.6375,1391.0,0.0,2552.6375,3945,0,
13837,36,16,f,1150.293333333333,517.632,1667.9253333333331,0.0,446.0,2113.925333333333,3126,0,
13838,22,12,f,520.04,234.018,754.058,0.0,0.0,754.058,1895,0,
13839,23,30,r,1377.6499999999999,619.9424999999999,1997.5924999999997,0.0,0.0,1997.5924999999997,2001,0,
13840,40,10,f,805.6666666666666,362.55,1168.2166666666667,0.0,0.0,1168.2166666666667,3507,0,
13841,17,19,f,633.555,285.09975,918.6547499999999,485.0,0.0,433.6547499999999,1462,0,
13842,15,30,r,887.25,399.2625,1286.5125,238.0,0.0,1048.5125,1296,0,
13843,35,30,r,2087.25,939.2625,3026.5125,0.0,0.0,3026.5125,3019,0,
13844,10,30,r,597.5,268.875,866.375,0.0,0.0,866.375,867,0,
13845,35,30,r,2095.25,942.8625,3038.1125,0.0,0.0,3038.1125,3050,0,
13846,7,10,f,136.2833333333333,61.32749999999998,197.6108333333333,0.0,0.0,197.6108333333333,603,0,
13847,16,30,r,951.8,428.31,1380.11,0.0,0.0,1380.11,1373,0,
13848,31,30,r,1851.05,832.9725,2684.0225,0.0,0.0,2684.0225,2687,0,
13849,11,9,f,189.915,85.46175,275.37675,0.0,0.0,275.37675,914,0,
13850,15,30,r,902.25,406.0125,1308.2625,0.0,0.0,1308.2625,1304,0,
13851,23,13,f,594.8149999999999,267.66675,862.4817499999999,0.0,0.0,862.4817499999999,1988,0,
13852,15,30,r,898.25,404.2125,1302.4625,309.0,0.0,993.4625000000001,1312,0,
13853,43,30,r,2569.65,1156.3425,3725.9925000000003,0.0,0.0,3725.9925000000003,3728,0,
13854,20,30,r,1186.0,533.7,1719.7,481.0,673.0,1911.6999999999998,1709,0,
13855,20,30,r,1186.0,533.7,1719.7,199.0,62.0,1582.7,1719,0,
13856,17,30,r,1011.3499999999999,455.1074999999999,1466.4574999999998,385.0,0.0,1851.4574999999998,1464,1,Adjustment Anomaly
13858,2,30,r,120.1,54.045,174.14499999999998,0.0,0.0,174.14499999999998,182,0,
13859,16,30,r,933.8,420.21,1354.01,0.0,0.0,1354.01,1347,0,
13860,16,30,r,956.8,430.56,1387.36,0.0,0.0,1387.36,1393,0,
13861,5,12,f,116.30000000000001,52.33500000000001,168.63500000000002,0.0,0.0,168.63500000000002,415,0,
13862,44,7,f,619.5466666666666,278.796,898.3426666666667,0.0,0.0,898.3426666666667,3852,0,
13863,20,30,r,1194.0,537.3,1731.3,524.0,0.0,2255.3,1722,1,Adjustment Anomaly
13864,5,30,r,291.75,131.2875,423.0375,0.0,46.0,469.0375,422,0,
13865,21,30,r,1262.55,568.1475,1830.6975,851.0,0.0,979.6975,1839,0,
13866,28,30,r,1663.3999999999999,83.17,1746.57,0.0,0.0,1746.57,2416,1,Tax Anomaly
13867,9,30,r,521.9499999999999,234.87749999999997,756.8274999999999,0.0,0.0,756.8274999999999,761,0,
13868,47,30,r,2837.85,1277.0325,4114.8825,1248.0,0.0,2866.8824999999997,4124,0,
13869,7,30,r,403.84999999999997,181.7325,585.5825,0.0,0.0,585.5825,577,0,
13870,47,16,f,1512.9866666666667,680.8439999999999,2193.8306666666667,0.0,0.0,2193.8306666666667,4113,0,
13871,33,30,r,1964.1499999999999,883.8675,2848.0175,0.0,0.0,2848.0175,2836,0,
13872,13,15,f,377.075,169.68375,546.75875,0.0,0.0,546.75875,1082,0,
13873,27,7,f,376.79833333333335,169.55925,546.3575833333333,0.0,0.0,546.3575833333333,2346,0,
13874,6,18,f,214.97999999999996,96.74099999999999,311.72099999999995,0.0,0.0,311.72099999999995,520,0,
13875,15,17,f,510.14166666666665,229.56375,739.7054166666667,0.0,440.0,1179.7054166666667,1294,0,
13876,47,9,f,849.255,382.16474999999997,1231.41975,0.0,803.0,2034.41975,4101,0,
13877,35,30,r,2116.25,952.3125,3068.5625,0.0,0.0,3068.5625,3065,0,
13878,16,5,f,161.29999999999998,72.585,233.885,236.0,0.0,-2.115000000000009,1402,0,
13879,13,30,r,782.15,351.9675,1134.1174999999998,0.0,256.0,1390.1174999999998,1132,0,
13880,48,15,f,1439.6999999999998,647.8649999999999,2087.5649999999996,0.0,0.0,2087.5649999999996,4173,0,
13881,1,30,r,52.55,23.6475,76.19749999999999,0.0,0.0,76.19749999999999,74,0,
13882,47,18,f,1687.7099999999998,759.4694999999999,2447.1794999999997,0.0,0.0,2447.1794999999997,4090,0,
13883,27,30,r,1633.85,735.2325,2369.0825,0.0,0.0,2369.0825,2369,0,
13884,9,11,f,189.5483333333333,85.29674999999997,274.84508333333326,0.0,0.0,274.84508333333326,747,0,
13885,27,30,r,1620.85,729.3825,2350.2325,0.0,0.0,2350.2325,2339,0,
13886,21,30,r,1247.55,561.3975,1808.9475,0.0,33.0,1841.9475,1804,0,
13887,2,12,f,36.839999999999996,16.577999999999996,53.41799999999999,0.0,0.0,53.41799999999999,122,0,
13888,24,15,f,717.0999999999999,322.69499999999994,1039.7949999999998,0.0,0.0,1039.7949999999998,2078,0,
13889,28,30,r,1669.3999999999999,83.47,1752.87,0.0,747.0,2499.87,2424,1,Tax Anomaly
13890,5,30,r,281.75,126.7875,408.5375,0.0,0.0,408.5375,410,0,
13891,1,30,r,55.55,24.9975,80.5475,0.0,0.0,80.5475,92,0,
13892,35,10,f,697.75,313.9875,1011.7375,0.0,0.0,1011.7375,3039,0,
13893,19,18,f,681.87,306.8415,988.7115,0.0,0.0,988.7115,1642,0,
13894,36,30,r,2167.7999999999997,975.5099999999999,3143.3099999999995,46.0,0.0,3097.3099999999995,3141,0,
13895,48,30,r,2904.3999999999996,1306.9799999999998,4211.379999999999,743.0,0.0,3468.379999999999,4212,0,
13896,30,30,r,1793.5,807.075,2600.575,0.0,0.0,2600.575,2601,0,
13897,50,30,r,4469.5,2011.275,6480.775,0.0,0.0,6480.775,6482,1,Product Anomaly
